,id,global_mean,mean_0,mean_1,mean_2,std,std_0,std_1,std_2
19,2237.0,137.627766667,141.52885,146.27155,125.0829,46.6296692998,45.5732187549,41.9509792567,49.3848977683
20,1180.0,125.91375,170.90125,97.64155,109.19845,78.7156246303,72.9614110228,63.9457767456,77.9321828104
21,3604.0,128.9524,139.7565,148.47535,98.62535,80.5498430636,83.7167901783,71.5849079232,76.9046652511
22,1725.0,128.751216667,136.14155,137.647275,112.464825,63.5034872285,64.1149753458,57.9308722537,65.0565846992
23,4067.0,112.954775,128.078075,101.555475,109.230775,63.3340167659,76.144765935,54.5544216588,53.7294734564
24,2675.0,113.98545,120.660525,111.798675,109.49715,63.9565367128,63.7189821146,52.9916502219,73.0315592184
25,728.0,134.038183333,160.40645,120.59045,121.11765,72.3789211398,74.7099106438,62.8483453943,71.7047572235
26,1815.0,83.3108333333,75.564875,103.093975,71.27365,45.2179409376,46.8724587709,39.0179002984,42.6414852658
27,1722.0,104.975841667,103.37565,108.73065,102.821225,54.8877016405,57.0538113282,43.0584573641,62.5100765037
28,3963.0,112.166275,120.65075,115.196725,100.65135,51.3677193799,54.4780067957,50.1258992366,47.1349694301
29,1377.0,98.4368833333,102.94905,106.4698,85.8918,54.796496387,52.5763064897,52.8166729164,56.6730323237
30,4184.0,134.707508333,157.64015,142.42435,104.058025,57.3899129374,56.8210032292,46.7784996241,54.2135163783
31,408.0,126.920641667,185.54965,158.249225,36.96305,79.8713128137,54.2821014228,52.9327829601,29.6419421546
32,432.0,119.547383333,180.376475,145.391975,32.8737,85.766487753,67.9658056788,62.4551785731,40.8316359985
33,3665.0,101.451391667,104.64665,113.548,86.159525,57.8108816507,54.7917082575,49.3916110893,64.763051015
34,1506.0,89.0904166667,94.875275,90.657625,81.73835,46.0997844336,55.481430395,36.7973477897,43.0507007989
35,1705.0,139.357091667,143.4784,152.10245,122.490425,56.3442739818,51.9833529453,41.6912647205,67.9682816343
36,4636.0,119.882966667,150.633175,153.289475,55.72625,64.6431054834,53.7364360971,45.908334529,36.9236930837
37,2574.0,117.9241,149.03395,128.072,76.66635,64.8434943218,58.8626944456,55.4298634853,57.4782143745
38,1649.0,107.586,109.57125,125.7155,87.47125,55.8292150581,50.1769326826,36.6081754496,68.960840507
39,4868.0,100.116275,109.951925,107.8705,82.5264,31.0264901086,26.9954369069,25.2421350078,32.4921306325
40,4257.0,108.467133333,170.09055,137.547325,17.763525,89.256145184,73.3538144932,58.546327898,47.1304164481
41,740.0,83.2862333333,88.23605,77.14815,84.4745,64.2798710366,63.7693031983,64.437123241,64.136182064
42,2110.0,103.294566667,114.577775,107.706025,87.5999,54.7174243772,54.297978333,52.5091673301,53.6974130661
43,4305.0,138.979341667,139.292,145.790825,131.8552,85.5781593919,88.2732696574,75.7635055341,91.3309242971
44,2151.0,100.73145,125.622125,103.42625,73.145975,47.1523889204,43.5264463916,45.5372711187,36.2502781548
45,2194.0,128.433725,129.281575,135.514425,120.505175,43.1435898015,37.7756898087,41.1305986088,48.4939385204
46,689.0,108.830308333,109.6349,136.927575,79.92845,46.5404590624,41.2920174124,36.7970845261,42.5859798595
47,1425.0,134.831475,153.4006,126.94505,124.148775,56.8799766261,52.9698416048,49.4801897783,62.6958829669
48,150.0,144.265975,168.008375,127.6842,137.10535,76.0993842439,75.0181411717,64.1107648555,82.1310282498
49,524.0,113.574866667,123.265975,124.28915,93.169475,58.3424497684,60.3420751408,61.2443564117,46.8443556176
50,130.0,114.054416667,108.570325,120.750375,112.84255,56.4233448036,49.7223878589,55.554223623,62.576466499
51,151.0,102.8441,102.163625,109.198825,97.16985,36.6169593475,33.2411078615,29.7475409676,44.2659575857
52,1066.0,105.567733333,112.616875,119.071075,85.01525,58.2428135383,53.9989753628,51.879524606,62.5688929696
53,571.0,174.169508333,180.9909,173.7301,167.787525,61.8663183156,49.2367085333,57.2936829327,75.4191638735
54,92.0,112.04675,129.281975,136.913175,69.9451,55.7584237083,44.5892427061,37.2212632298,57.1440411241
55,3789.0,104.995716667,121.957275,115.69305,77.336825,40.6541363003,36.7078554205,35.6716803879,34.2227888098
56,829.0,92.6066333333,113.82165,104.36575,59.6325,58.6768941975,56.5242212797,48.0025986478,56.1609245272
57,758.0,91.3081833333,98.467375,89.642625,85.81455,52.6787410287,56.4837351422,53.5168067817,46.7598140319
58,2442.0,82.2357166667,95.753375,97.36595,53.587825,65.0971543489,65.8901593647,59.8556403407,59.6351824578
59,4031.0,107.828266667,125.617575,128.3466,69.520625,50.9007993486,48.3704726679,39.1581136987,41.1664514454
60,347.0,104.083283333,99.867025,129.449825,82.933,47.2233250688,46.8149676135,37.3066426052,44.7004223806
61,717.0,126.6261,138.1179,140.6334,101.127,43.719245367,37.6424806514,36.0830057567,45.1298966429
62,181.0,94.9011166667,136.7574,113.211275,34.734675,61.8805524546,58.8823249816,40.9297591964,25.2591345387
63,1086.0,105.143525,106.351675,127.11705,81.96185,66.3429547295,69.5791412687,63.6293654636,57.3805227806
64,1335.0,111.758808333,117.218325,120.9862,97.0719,51.7344182814,49.2439707903,42.0342855246,59.2186113514
65,351.0,133.3419,136.549725,135.176575,128.2994,42.0752554485,38.6889128488,39.8648140127,46.7532138964
66,670.0,129.254858333,215.27815,58.90535,113.581075,75.8002981891,42.8092499651,30.9329321497,43.0447433126
67,4947.0,102.8118,110.88335,136.068475,61.483575,64.4055683211,56.3708079841,53.3314577541,59.5242873138
68,4307.0,127.014983333,139.434975,141.27835,100.331625,50.7332730283,45.2885479095,42.9198371534,52.5235999324
69,2512.0,165.783933333,200.6032,150.292475,146.456125,58.3144294481,49.3327320322,48.8953385649,59.5929079252
70,2724.0,108.410933333,123.407725,112.82335,89.001725,71.6665011271,71.3167339081,64.9605610719,74.0352657321
71,483.0,106.136441667,104.6264,113.364275,100.41865,45.4777285273,45.0989270719,39.4863226792,50.2431441311
72,398.0,100.778291667,109.3982,110.839475,82.0972,71.4379913194,73.4341282154,72.5398287613,64.2732327813
73,1369.0,122.301433333,136.31055,122.003325,108.590425,47.189141102,40.2024198115,34.8942869815,58.8410003596
74,682.0,113.030808333,123.11565,121.833,94.143775,73.5640198003,70.7409377594,75.8535830466,70.2925746701
75,1800.0,126.668308333,128.6719,148.452225,102.8808,51.4686400213,44.458829836,41.5759151138,56.5466134385
76,1903.0,78.9660333333,100.1559,90.684975,46.057225,38.1451038308,33.6211086252,28.8534327984,27.0723770715
77,3251.0,100.0182,142.954475,134.5216,22.578525,79.4007397243,68.4873466596,67.8800241856,24.1724323109
78,4450.0,97.1422583333,101.449275,128.8116,61.1659,60.2636387404,61.3311432062,52.5392568033,45.3590109812
79,2713.0,107.188491667,109.84525,87.8133,123.906925,52.9129893872,44.8259266768,43.2855252147,62.0837379033
80,506.0,135.827441667,164.50385,126.553325,116.42515,65.1094107275,62.8933425346,46.9103400802,72.6413036604
81,2837.0,114.657833333,116.496675,134.7943,92.682525,66.2290851664,64.7167434977,57.9097857664,68.7408334589
82,4674.0,98.0510916667,107.3447,109.076225,77.73235,59.4305851223,57.9003944884,47.9878194415,65.7261048859
83,3121.0,91.8049583333,118.958675,111.999325,44.456875,55.5839581212,56.986739837,42.677595112,28.5111520327
84,4153.0,109.420566667,119.40795,145.2165,63.63725,50.8565475006,34.4606206676,38.1872744216,40.449403116
85,652.0,102.975458333,112.660775,110.534525,85.731075,57.9551262275,60.2070000199,52.7532914426,56.747544038
86,818.0,83.797025,128.247,103.9934,19.150675,71.5340533789,71.9610091716,56.4218690442,20.6568105487
87,4943.0,108.322983333,189.506075,76.009975,59.4529,78.5585883175,62.25491718,49.6605323723,46.3616466661
88,3380.0,121.983733333,133.701925,140.38385,91.865425,55.3091422708,50.8317236211,40.1512497835,59.9860305785
89,889.0,58.5833166667,52.3504,81.04345,42.3561,42.8803399979,37.6273726141,45.462777215,35.0265326972
90,4466.0,145.601333333,150.006625,146.645225,140.15215,63.8188118678,60.8458657684,59.0871623934,70.5324053211
91,1247.0,127.305933333,140.939175,136.115325,104.8633,55.9332112565,51.8328315387,55.2775354475,53.6300434748
92,624.0,134.307841667,147.4489,142.916125,112.5585,78.956055342,75.1132158065,79.9198350848,77.1568336426
93,2095.0,101.175091667,135.5798,96.5129,71.432575,67.4405703903,73.0041028433,51.1377535055,60.0831544933
94,2780.0,77.8618416667,69.3356,102.6766,61.573325,45.5119797849,41.8246951291,39.4360597986,44.2236155628
95,123.0,61.1391833333,71.16525,65.29145,46.96085,61.6903337485,70.4791904922,54.3257724924,56.3888066665
96,2599.0,105.5127,101.574675,133.631875,81.33155,41.7410488054,39.2983374158,25.2910282311,40.6451223961
97,2656.0,119.756066667,137.50375,124.588325,97.176125,60.9955315019,51.9415030196,49.1678721188,72.095634091
98,1983.0,112.270391667,130.290425,114.456725,92.064025,65.2399865625,56.5854793946,65.4610386205,67.4084903836
99,4765.0,106.47875,128.6828,100.232925,90.520525,48.2483051354,44.8612286296,37.2626625584,52.8768936183
100,4582.0,117.954375,128.6552,146.91715,78.290775,44.2111578303,33.8235866365,31.6772242451,34.4941549382
101,4749.0,124.782975,138.293375,115.156075,120.899475,49.1427711722,47.3936705279,41.3261789377,54.7789477785
102,4914.0,120.142566667,126.65635,138.4404,95.33095,64.0934726896,62.305012677,58.4663420084,63.4888617956
103,4744.0,126.590816667,132.825425,123.403475,123.54355,58.0689192741,57.3943969266,53.238741842,62.6833502886
104,4315.0,118.971991667,123.142375,131.727125,102.046475,56.41795805,50.2772424101,38.9433930755,70.9789431104
105,2895.0,60.2938416667,60.48855,70.040775,50.3522,43.2596547845,42.9535029875,44.0325517362,40.4530259086
106,4869.0,92.2711916667,89.16075,110.4028,77.250025,58.0605970524,53.4116725018,57.9590023392,57.7666042147
107,2396.0,93.540925,93.40145,114.656525,72.5648,59.7947795253,59.9513764471,55.3056660743,56.4577443843
108,3303.0,97.8486416667,114.5245,109.33385,69.687575,55.6491593137,56.7856583985,53.5195267559,44.7045424495
109,1101.0,118.568141667,131.4966,117.1603,107.047525,60.5498537574,59.1556260084,59.4263397317,60.5485323222
110,1054.0,113.46435,107.346225,126.754625,106.2922,65.8326830868,57.5922195548,59.7089927575,76.5133734661
111,2760.0,109.167483333,122.41195,113.5131,91.5774,47.0275660225,44.1334793235,44.6975628909,46.748566387
112,3216.0,88.3879416667,136.499975,90.764675,37.899175,70.6594898764,72.9021199966,50.631629908,47.2279293355
113,2936.0,137.338783333,143.48465,141.52475,127.00695,69.8843422558,69.1758582482,66.1678372583,72.9790452918
114,3356.0,100.848158333,98.6489,115.0367,88.858875,43.2144106263,40.6411494521,43.6200854322,41.2085744565
115,4578.0,134.597508333,145.718025,128.022125,130.052375,40.0972882557,38.8283525932,40.8713675509,38.179944105
116,3495.0,100.546133333,116.0704,111.31325,74.25475,47.3319732145,39.531317254,39.7619733469,50.2895317381
117,4632.0,96.6223833333,108.77145,112.433,68.6627,46.4511647395,43.2804842267,41.7828853839,40.9243567904
118,4368.0,122.356358333,123.104525,130.914775,113.049775,61.8412153589,52.345135395,44.4227285486,81.235441757
119,3845.0,94.3735333333,103.913475,111.5795,67.627625,47.2338750917,44.7790971149,40.9433777277,43.6942760766
120,4011.0,112.099466667,123.81575,134.517475,77.965175,63.7033042553,59.8996740554,58.4030756435,58.0556152514
121,1902.0,125.675766667,162.770725,176.789025,37.46755,81.8436467056,68.3765614664,53.5906919581,27.9023385579
122,4394.0,129.811483333,165.4952,137.7675,86.17175,59.8348576901,50.8878617841,52.9146307154,45.9352348632
123,830.0,87.6315166667,100.010275,104.0875,58.796775,59.6171955342,56.2276206097,48.0988221659,62.7065596616
124,4004.0,108.122775,127.1856,119.454175,77.72855,56.483211234,54.135668488,48.0386656774,54.0099492214
125,2784.0,103.380625,105.3541,102.924025,101.86375,42.6777717273,46.3839645049,41.066269648,40.2475084438
126,3106.0,116.199533333,135.36255,116.681375,96.554675,59.0748347701,57.0419100969,53.9643540044,59.5835838184
127,1331.0,110.46285,140.88555,118.1872,72.3158,74.3338130993,82.4876524166,63.396108762,57.5574862234
128,1758.0,162.354525,164.234375,173.60875,149.22045,55.9340345439,51.6141360807,48.2582472064,63.9552644573
129,1478.0,86.5522583333,98.75095,96.557625,64.3482,51.9578377379,47.2221989545,41.0730937398,58.651342327
130,2910.0,104.895966667,141.14075,116.815875,56.731275,59.1301896417,52.5365167235,42.7381214255,46.118318615
131,1503.0,100.428683333,116.450525,118.290575,66.54495,76.545816001,76.2533605963,76.7465334147,64.4152658886
132,3350.0,118.362391667,121.549175,124.95475,108.58325,55.7019929082,53.126441927,50.0119296012,61.9296190804
133,822.0,119.459516667,97.223975,121.722075,139.4325,67.7529166243,50.8862344863,54.0203432301,85.8213740495
134,452.0,129.816633333,166.2397,148.71015,74.50005,72.9152471024,72.2600539296,66.2780747078,39.9007775613
135,4225.0,108.338441667,119.77095,115.45385,89.790525,63.6958518972,59.406672488,69.174696748,57.7220646306
136,4833.0,131.771375,136.3684,150.075825,108.8699,52.885426527,44.9824374778,42.2118315827,60.8661114578
137,3548.0,88.957125,88.4351,103.5958,74.840475,58.7682726483,56.6152116307,56.5564445697,59.5262368773
138,256.0,96.7505083333,129.8852,103.945675,56.42065,66.266703647,64.9487310958,47.4171416662,62.6971239658
139,4021.0,80.708,81.631575,103.694425,56.798,57.9930276211,59.2332802402,53.5950571314,51.0651084009
140,3998.0,100.70565,108.799875,117.099925,76.21715,62.0580073378,59.6342550468,50.17029091,67.4263375535
141,2632.0,108.157383333,113.864575,113.137325,97.47025,67.1652242396,65.0497293236,63.2048357869,71.663078464
142,3179.0,117.425241667,113.1221,121.988625,117.165,47.0966181857,46.2892275977,36.9478584712,55.7407236677
143,58.0,117.405325,127.8466,143.249475,81.1199,56.3613088621,47.1314260175,36.8119985497,62.1266808544
144,4232.0,97.81185,106.4445,105.38135,81.6097,55.1984336998,57.2527149553,55.1494625738,49.2639322011
145,1320.0,178.75865,194.03605,187.925725,154.314175,68.77190536,60.6756124847,60.5058274733,77.0147597482
146,2400.0,99.1179583333,90.6871,123.7436,82.923175,34.4343120182,24.7328626242,24.3038846492,37.6164807354
147,3662.0,151.897983333,166.012075,168.6606,121.021275,78.7590982634,69.6738740791,66.630658166,88.7768512754
148,773.0,131.559633333,136.91035,132.101375,125.667175,58.517538629,56.6224960848,49.5160438455,67.4634464174
149,1318.0,118.4153,120.210125,106.80975,128.226025,55.0861153944,56.6361048492,46.4738911104,59.1760837476
150,1741.0,96.39845,112.562575,107.295775,69.337,35.4838071651,29.7798922827,28.4229307453,31.14874044
151,3338.0,97.952175,101.241,98.99985,93.615675,64.302616622,67.6997892833,59.9479607658,64.782256979
152,1898.0,109.39775,125.8956,117.496375,84.801275,64.5324920352,66.2005993224,54.9886382525,64.3762730622
153,467.0,99.741725,106.704825,114.641375,77.878975,39.7952970717,37.3487482617,35.369720286,36.8318710894
154,500.0,103.820308333,139.721025,140.48535,31.25455,81.6506097297,77.5737307208,66.7627222736,40.3304525675
155,2503.0,119.5794,127.783975,119.510275,111.44395,58.2211699382,57.2372855593,57.6034074029,58.6630131207
156,326.0,106.005391667,146.4365,139.653825,31.92585,72.0784301711,59.0090439488,49.3361017701,37.6179744508
157,1206.0,123.038075,168.6022,95.623825,104.8882,85.1608804477,82.5974361295,76.0780337375,77.3942791863
158,2773.0,121.486225,134.605125,121.875975,107.977575,43.5340900167,36.5988940917,40.3643121185,48.6019873269
159,2335.0,155.740191667,154.971775,166.909725,145.339075,63.3385015187,62.0526266837,55.2913969386,69.9578308922
160,705.0,115.379333333,119.040025,115.822725,111.27525,56.2229344327,58.00687005,49.2873264499,60.4861702163
161,3970.0,97.6303333333,104.615,117.010075,71.265925,53.4500997494,49.8191908304,51.0709342336,48.591207115
162,2889.0,100.857883333,110.005075,102.877525,89.69105,72.3777495933,74.6107954605,68.0356878768,72.8528794894
163,2949.0,121.510366667,122.722225,143.135225,98.67365,59.6142584387,56.8588059675,51.2416104275,61.7441029223
164,544.0,97.3391416667,126.556475,97.183725,68.277225,64.0717435739,78.7151155152,40.0412914393,53.0840731416
165,3086.0,60.4660166667,93.214375,80.545225,7.63845,63.032659882,72.1812061298,47.7382881417,12.8022100279
166,2397.0,110.5517,134.34295,105.7732,91.53895,53.398824523,59.2429956644,46.5146472819,43.9387770983
167,960.0,82.9684833333,76.176025,88.41845,84.310975,59.0082799843,48.3880557597,45.3893820138,77.2443491108
168,1321.0,99.0371,106.86,117.42355,72.82775,61.8106435569,63.3905016544,57.0878288727,55.6605940494
169,1596.0,125.494558333,126.432175,139.7923,110.2592,61.651519341,56.9517717,52.1684551306,70.7124940542
170,2168.0,101.925533333,105.483225,106.229825,94.06355,77.3538248659,80.2749052855,70.516741668,80.2569405808
171,3874.0,93.3381,98.82995,114.29025,66.8941,47.9066754749,50.9634406511,33.0974954481,44.9888212247
172,2710.0,98.1643,114.138275,113.475,66.879625,46.4646306938,43.6038135376,44.0999674036,34.09501041
173,2044.0,159.874766667,171.51315,157.885475,150.225675,53.604679677,45.3678854155,48.3097879215,63.2122630175
174,2090.0,99.5042,108.269275,90.15885,100.084475,57.182073377,51.5477687778,44.6541478104,70.6661470506
175,1632.0,89.1457166667,92.80905,97.713875,76.914225,54.6170376347,51.9535363387,50.7457018622,58.637219133
176,251.0,112.964158333,161.987025,135.5804,41.32505,61.5221546034,41.7872517241,33.0303222182,21.699129994
177,1603.0,91.0762916667,101.077275,100.725325,71.426275,55.9823770299,53.8121376046,49.4238143878,59.0285809132
178,2246.0,121.699141667,129.991275,154.036025,81.070125,62.7380561748,57.3994721132,44.4261131228,61.4382751832
179,1152.0,70.2553,81.84715,79.2302,49.68855,46.2086974704,42.9513188025,40.1670823929,48.0584003989
180,2753.0,134.42245,164.412075,121.6952,117.160075,47.6999430747,44.5972944156,36.3013897387,46.4735844431
181,1482.0,122.025933333,129.2163,134.7368,102.1247,78.8968746368,79.2340710447,70.0018480167,82.9851019757
182,1440.0,55.3825666667,79.9759,65.43515,20.73665,56.3734520208,69.450014537,48.3048097448,21.7028361459
183,2392.0,138.584316667,167.581625,160.38675,87.784575,65.9990823727,60.7968686476,61.0398580801,41.8175724674
184,3067.0,110.932825,125.792075,123.7515,83.2549,73.8732036162,63.2646934885,83.6291632611,64.9946842133
185,3146.0,67.5718666667,97.14505,84.59645,20.9741,63.5084106124,69.2784992656,58.1231408081,24.2153511061
186,2066.0,128.024158333,92.83735,137.7647,153.470425,57.9046956188,50.0230886189,39.304886896,63.491540187
187,4810.0,125.631608333,133.399875,148.57545,94.9195,44.4277420378,35.4645093718,32.3935812669,45.6552058341
188,2917.0,115.452266667,127.822475,117.034575,101.49975,58.9890230314,61.0689336723,47.8040001419,63.8300787242
189,2370.0,117.447725,120.5525,130.5037,101.286975,62.5740141805,62.5538547473,62.9045668955,58.6113002786
190,3745.0,125.642658333,128.65935,139.442875,108.82575,60.7874063048,59.2516093248,58.0227820492,61.037488783
191,395.0,107.622658333,145.411625,128.78215,48.6742,74.8713863119,81.4513977158,59.7156720751,35.5841390841
192,496.0,113.938033333,171.698725,151.19305,18.922325,78.9047261584,52.1713130789,42.0216442051,20.9280754393
193,3911.0,100.347733333,103.26355,106.540775,91.238875,61.1356302129,59.7343434834,60.8051945758,61.7851544769
194,2578.0,103.1881,102.065425,116.48745,91.011425,70.2158091296,70.2708598536,58.9351104393,77.8012470624
195,1585.0,106.877891667,106.241675,121.373,93.019,55.6122706593,55.9606474962,43.6742363528,61.9399639893
196,65.0,93.5377583333,100.448275,113.63195,66.53305,50.4364374665,47.4450879915,42.4240897274,48.9885380237
197,4062.0,131.762891667,134.8732,131.817925,128.59755,43.3657820711,42.0632163744,41.3335145335,46.3066208441
198,4487.0,121.264775,124.386925,130.566625,108.840775,48.5617044168,41.8754321058,44.4555891999,55.6258768236
199,1479.0,45.174,57.9278,52.64965,24.94455,54.9240523268,66.6736584954,57.4033884442,26.1084933556
200,4019.0,106.287208333,138.7104,93.20165,86.949575,63.6078056246,68.7521052902,54.7353595702,53.0905639669
201,2485.0,102.39975,120.2563,95.14675,91.7962,73.1957564795,77.4879617122,58.9340399467,78.1751454464
202,3489.0,117.060775,119.030975,114.3635,117.78785,49.2403790745,44.6096812985,38.9182041948,61.2985227585
203,859.0,84.803575,142.40545,83.591825,28.41345,72.4985185519,83.139549315,41.5550961757,25.0959032333
204,2830.0,159.802966667,221.347575,115.3222,142.739125,71.1683629,36.1783839692,63.4579773327,61.6568339216
205,479.0,129.731583333,145.904475,119.743725,123.54655,70.729864997,72.7748040188,55.8079707401,78.7265224248
206,902.0,97.4651333333,122.535975,89.776175,80.08325,67.673838995,74.7529996442,51.5074337098,67.1447817737
207,898.0,142.123791667,143.1025,155.796225,127.47265,50.692150286,47.8521550586,40.0071437465,58.4476924436
208,2466.0,120.024,149.90745,142.249525,67.915025,62.9261814139,46.7716990764,45.0541414553,59.6599162273
209,140.0,129.331691667,140.6639,143.56095,103.770225,66.0826247131,64.7077760921,63.8770223562,62.0410370517
210,3834.0,96.655575,107.998775,103.906625,78.061325,53.6896851958,55.5177113496,53.7446574657,46.3686355659
211,2683.0,111.566425,102.20165,155.6417,76.855925,65.6049012731,57.4699050571,47.4909672581,64.1769395297
212,2232.0,101.573116667,117.606775,124.692875,62.4197,48.4809885827,43.4792162889,43.2917365006,31.0162957477
213,4565.0,139.850941667,143.2112,167.314975,109.02665,54.4297599965,49.2493745601,42.3592010754,54.3349987557
214,4927.0,124.647191667,136.725,162.326275,74.8903,56.5662543803,40.1743938971,29.3816332021,55.5033878778
215,2944.0,138.821675,146.597975,134.418125,135.448925,71.8113564036,61.5616276661,70.5781481514,81.2912430176
216,1978.0,96.8388916667,103.533875,95.189875,91.792925,38.5117311448,39.6396096409,33.4639884426,41.0526405356
217,4724.0,114.39525,126.4554,115.079875,101.650475,69.6598256585,69.7397297875,70.1490580477,66.8177256218
218,2182.0,99.64145,145.45165,140.791725,12.680975,73.3472492683,48.2585470386,46.8867939459,16.0671823307
219,2333.0,116.70755,145.5133,94.82905,109.7803,70.8875499623,83.1312277253,60.7718798138,55.8093632996
220,3738.0,125.136533333,154.657425,113.7674,106.984775,66.5295141922,75.51792216,49.3156085559,61.7520557812
221,275.0,118.448616667,142.054675,123.902475,89.3887,68.1228882957,67.3396085944,60.4282302726,65.608844772
222,472.0,122.063808333,149.588075,112.678775,103.924575,51.5604301136,52.0003004106,43.1249178492,47.2963866069
223,4795.0,109.028216667,140.8444,105.033175,81.207075,61.7529837645,62.4524410143,59.6120270954,46.7348482927
224,1397.0,93.7073333333,99.852875,114.73095,66.538175,48.2082705168,44.4091142586,47.7222784672,38.789218124
225,3879.0,134.000841667,182.59855,182.72505,36.678925,94.7432115825,78.4760443568,75.1563769916,30.2409769327
226,3217.0,32.4646416667,44.0313,35.5951,17.767525,48.6445707809,56.6575168915,50.8616255736,30.6970850469
227,231.0,118.2089,144.3463,118.457425,91.822975,62.0713278747,62.559677719,58.7017490146,53.098946667
228,4360.0,104.85535,118.90045,134.00825,61.65735,57.1761664482,48.4500205345,46.0314971725,49.2728646516
229,3690.0,107.158416667,144.757875,127.987975,48.7294,65.2101058438,63.8522564244,52.4912509891,25.7505703945
230,272.0,108.140841667,107.9641,133.819575,82.63885,75.1269056683,74.8615055365,66.1960295019,75.0747385655
231,3368.0,122.091933333,169.083925,101.5683,95.623575,74.6676171326,70.8680667268,48.6731372023,77.4878131013
232,3656.0,89.7528333333,106.994625,115.8455,46.418375,49.7380547667,40.4805817165,38.4820000747,38.0276023088
233,2329.0,77.6257916667,90.4818,91.552175,50.8434,49.6412082829,50.9930502006,39.6403705554,46.3096202364
234,4236.0,124.676666667,163.138775,151.7669,59.124325,74.9808868238,73.6113311013,57.6019397624,40.2425722127
235,1187.0,95.2794083333,113.6826,129.812325,42.3433,69.2490171241,66.2711106534,62.3301668784,42.1418787563
236,940.0,108.48865,139.743425,104.130475,81.59205,81.7148799455,95.5594851089,63.8414798644,71.4516152847
237,3345.0,102.471191667,112.23865,121.4247,73.750225,60.5750699827,57.5674638679,54.4792045639,58.7067971997
238,2495.0,94.5520416667,128.704875,116.6548,38.29645,69.9139267838,67.603213875,64.3433282241,33.674523269
239,913.0,105.7196,102.41655,116.44375,98.2985,84.7344825077,85.2810778315,82.631836092,85.193454841
240,935.0,113.622108333,124.68505,132.28855,83.892725,49.3369687917,43.3068303677,40.9997992544,48.9007506801
241,366.0,117.559658333,116.7938,111.8172,124.067975,59.8204412461,60.1812390331,56.1560845694,62.3237326738
242,1261.0,103.239975,111.309575,96.370925,102.039425,40.5454833531,38.0795934632,40.3505147383,41.7114561082
243,3802.0,83.5334916667,100.160825,105.771275,44.668375,59.992144305,56.5725645549,50.6255800942,52.4622073483
244,1578.0,105.542958333,110.062025,121.4134,85.15345,65.3375738345,65.8825551865,59.3955440285,65.1968481071
245,3490.0,110.439208333,132.658225,124.920125,73.739275,69.7664471962,74.5433418546,63.6355391663,54.2735022592
246,4109.0,98.155325,132.0823,102.8766,59.507075,72.226697505,65.6655985026,69.3150364094,62.1813886942
247,33.0,93.2328583333,98.9531,121.1266,59.618875,59.482668501,62.5369390872,50.5131628632,47.0258792447
248,20.0,151.165808333,156.019325,151.070325,146.407775,42.3946814581,40.2201373884,30.4283638961,52.9355990289
249,384.0,100.27935,93.758475,137.008625,70.07095,54.5043845048,46.2266237213,41.704560909,52.2676168014
250,1935.0,89.30985,119.61795,89.4827,58.8289,58.5175752201,63.047357104,52.7656218641,40.8171609105
251,4258.0,123.6548,138.668025,120.032,112.264375,71.3157045839,74.6298399945,58.294226781,76.9525560385
